lat,lon,date,temp_max,temp_min,precip
40.819999999999986,-73.87999999999994,2021-06-18,27.0,13.1,0.0
40.819999999999986,-73.87999999999994,2021-06-19,32.0,19.7,1.5
40.819999999999986,-73.87999999999994,2021-06-20,28.8,17.4,0.1
40.819999999999986,-73.87999999999994,2021-06-21,28.2,21.7,0.5
40.819999999999986,-73.87999999999994,2021-06-22,25.1,15.7,8.9
40.819999999999986,-73.87999999999994,2021-06-23,23.4,12.4,0.0
40.819999999999986,-73.87999999999994,2021-06-24,23.7,14.3,0.0
40.819999999999986,-73.87999999999994,2021-06-25,25.0,16.4,0.0
40.819999999999986,-73.87999999999994,2021-06-26,26.5,18.8,2.7
40.819999999999986,-73.87999999999994,2021-06-27,29.0,21.9,0.4
40.819999999999986,-73.87999999999994,2021-06-28,32.4,23.0,0.0
40.819999999999986,-73.87999999999994,2021-06-29,33.8,24.3,0.4
40.819999999999986,-73.87999999999994,2021-06-30,35.4,25.3,0.0
40.819999999999986,-73.87999999999994,2021-07-01,28.3,22.0,21.6
40.819999999999986,-73.87999999999994,2021-07-02,24.0,19.7,33.5
40.819999999999986,-73.87999999999994,2021-07-03,19.3,16.2,21.5
40.819999999999986,-73.87999999999994,2021-07-04,24.2,15.8,2.3
40.819999999999986,-73.87999999999994,2021-07-05,26.5,17.2,0.5
40.819999999999986,-73.87999999999994,2021-07-06,33.6,22.1,2.3
40.819999999999986,-73.87999999999994,2021-07-07,31.5,22.4,1.0
40.819999999999986,-73.87999999999994,2021-07-08,28.8,21.4,15.1
40.819999999999986,-73.87999999999994,2021-07-09,29.8,22.3,35.7
40.819999999999986,-73.87999999999994,2021-07-10,25.9,20.9,1.3
40.819999999999986,-73.87999999999994,2021-07-11,25.3,19.8,2.8
40.819999999999986,-73.87999999999994,2021-07-12,28.4,22.1,9.2
40.819999999999986,-73.87999999999994,2021-07-13,25.2,20.8,1.9
40.819999999999986,-73.87999999999994,2021-07-14,30.4,21.6,1.7
40.819999999999986,-73.87999999999994,2021-07-15,29.8,21.3,0.2
40.819999999999986,-73.87999999999994,2021-07-16,31.7,23.5,0.3
40.819999999999986,-73.87999999999994,2021-07-17,31.3,23.5,5.9
40.819999999999986,-73.87999999999994,2021-07-18,28.6,23.3,10.9
40.819999999999986,-73.87999999999994,2021-07-19,27.3,21.0,0.6
40.819999999999986,-73.87999999999994,2021-07-20,31.1,21.1,0.0
40.819999999999986,-73.87999999999994,2021-07-21,27.9,21.1,1.0
40.819999999999986,-73.87999999999994,2021-07-22,26.8,17.9,0.0
40.819999999999986,-73.87999999999994,2021-07-23,26.3,17.2,0.0
40.819999999999986,-73.87999999999994,2021-07-24,27.1,18.3,0.0
40.819999999999986,-73.87999999999994,2021-07-25,27.4,20.4,7.9
40.819999999999986,-73.87999999999994,2021-07-26,31.7,22.0,0.0
40.819999999999986,-73.87999999999994,2021-07-27,30.8,19.2,0.0
40.819999999999986,-73.87999999999994,2021-07-28,27.2,20.4,0.6
40.819999999999986,-73.87999999999994,2021-07-29,25.4,20.4,27.7
40.819999999999986,-73.87999999999994,2021-07-30,27.9,19.2,0.0
40.819999999999986,-73.87999999999994,2021-07-31,25.5,14.0,0.0
40.819999999999986,-73.87999999999994,2021-08-01,24.7,16.8,1.4
40.819999999999986,-73.87999999999994,2021-08-02,26.9,17.4,0.0
40.819999999999986,-73.87999999999994,2021-08-03,24.5,15.6,0.0
40.819999999999986,-73.87999999999994,2021-08-04,24.7,19.0,0.1
40.819999999999986,-73.87999999999994,2021-08-05,27.5,17.5,0.2
40.819999999999986,-73.87999999999994,2021-08-06,29.5,18.0,0.0
40.819999999999986,-73.87999999999994,2021-08-07,29.9,19.8,0.0
40.819999999999986,-73.87999999999994,2021-08-08,23.1,19.5,14.6
40.819999999999986,-73.87999999999994,2021-08-09,26.2,20.5,1.3
40.819999999999986,-73.87999999999994,2021-08-10,27.7,20.7,4.0
40.819999999999986,-73.87999999999994,2021-08-11,30.8,23.3,1.9
40.819999999999986,-73.87999999999994,2021-08-12,34.4,23.2,0.0
40.819999999999986,-73.87999999999994,2021-08-13,34.1,25.1,0.0
40.819999999999986,-73.87999999999994,2021-08-14,31.0,24.5,4.2
40.819999999999986,-73.87999999999994,2021-08-15,28.1,20.2,0.0
40.819999999999986,-73.87999999999994,2021-08-16,27.1,19.5,0.0
40.819999999999986,-73.87999999999994,2021-08-17,26.7,22.1,1.2
40.819999999999986,-73.87999999999994,2021-08-18,27.5,21.3,0.5
40.819999999999986,-73.87999999999994,2021-08-19,30.4,23.8,8.9
40.819999999999986,-73.87999999999994,2021-08-20,27.4,22.2,1.4
40.819999999999986,-73.87999999999994,2021-08-21,27.8,21.4,0.5
40.819999999999986,-73.87999999999994,2021-08-22,24.3,22.7,57.9
40.819999999999986,-73.87999999999994,2021-08-23,28.7,22.2,30.9
40.819999999999986,-73.87999999999994,2021-08-24,30.9,22.0,0.0
40.819999999999986,-73.87999999999994,2021-08-25,31.4,19.8,0.0
40.819999999999986,-73.87999999999994,2021-08-26,32.0,22.6,0.0
40.819999999999986,-73.87999999999994,2021-08-27,32.5,23.7,1.2
40.819999999999986,-73.87999999999994,2021-08-28,26.4,20.2,5.1
40.819999999999986,-73.87999999999994,2021-08-29,25.0,19.7,1.1
40.819999999999986,-73.87999999999994,2021-08-30,28.4,21.7,6.9
40.819999999999986,-73.87999999999994,2021-08-31,28.7,21.0,0.0
40.819999999999986,-73.87999999999994,2021-09-01,23.3,20.4,101.1
40.819999999999986,-73.86999999999993,2021-06-01,23.8,9.9,0.0
40.819999999999986,-73.86999999999993,2021-06-02,22.6,12.7,0.0
40.819999999999986,-73.86999999999993,2021-06-03,23.2,12.8,9.2
40.819999999999986,-73.86999999999993,2021-06-04,25.4,17.6,6.8
40.819999999999986,-73.86999999999993,2021-06-05,31.7,17.2,0.0
40.819999999999986,-73.86999999999993,2021-06-06,31.5,19.9,0.0
40.819999999999986,-73.86999999999993,2021-06-07,31.2,21.0,0.0
40.819999999999986,-73.86999999999993,2021-06-08,30.5,21.7,2.9
40.819999999999986,-73.86999999999993,2021-06-09,30.6,21.8,0.8
40.819999999999986,-73.86999999999993,2021-06-10,27.0,16.6,0.0
40.819999999999986,-73.86999999999993,2021-06-11,21.1,15.2,1.1
40.819999999999986,-73.86999999999993,2021-06-12,21.6,16.0,0.4
40.819999999999986,-73.86999999999993,2021-06-13,24.5,14.3,0.1
40.819999999999986,-73.86999999999993,2021-06-14,21.5,17.1,20.0
40.819999999999986,-73.86999999999993,2021-06-15,25.5,17.6,0.8
40.819999999999986,-73.86999999999993,2021-06-16,23.3,15.3,0.0
40.819999999999986,-73.86999999999993,2021-06-17,24.2,12.0,0.0
40.819999999999986,-73.86999999999993,2021-06-18,27.0,13.1,0.0
40.819999999999986,-73.86999999999993,2021-06-19,32.0,19.7,1.5
40.819999999999986,-73.86999999999993,2021-06-20,28.8,17.4,0.1
40.819999999999986,-73.86999999999993,2021-06-21,28.2,21.7,0.5
40.819999999999986,-73.86999999999993,2021-06-22,25.1,15.7,8.9
40.819999999999986,-73.86999999999993,2021-06-23,23.4,12.4,0.0
40.819999999999986,-73.86999999999993,2021-06-24,23.7,14.3,0.0
40.819999999999986,-73.86999999999993,2021-06-25,25.0,16.4,0.0
40.819999999999986,-73.86999999999993,2021-06-26,26.5,18.8,2.7
40.819999999999986,-73.86999999999993,2021-06-27,29.0,21.9,0.4
40.819999999999986,-73.86999999999993,2021-06-28,32.4,23.0,0.0
40.819999999999986,-73.86999999999993,2021-06-29,33.8,24.3,0.4
40.819999999999986,-73.86999999999993,2021-06-30,35.4,25.3,0.0
40.819999999999986,-73.86999999999993,2021-07-01,28.3,22.0,21.6
40.819999999999986,-73.86999999999993,2021-07-02,24.0,19.7,33.5
40.819999999999986,-73.86999999999993,2021-07-03,19.3,16.2,21.5
40.819999999999986,-73.86999999999993,2021-07-04,24.2,15.8,2.3
40.819999999999986,-73.86999999999993,2021-07-05,26.5,17.2,0.5
40.819999999999986,-73.86999999999993,2021-07-06,33.6,22.1,2.3
40.819999999999986,-73.86999999999993,2021-07-07,31.5,22.4,1.0
40.819999999999986,-73.86999999999993,2021-07-08,28.8,21.4,15.1
40.819999999999986,-73.86999999999993,2021-07-09,29.8,22.3,35.7
40.819999999999986,-73.86999999999993,2021-07-10,25.9,20.9,1.3
40.819999999999986,-73.86999999999993,2021-07-11,25.3,19.8,2.8
40.819999999999986,-73.86999999999993,2021-07-12,28.4,22.1,9.2
40.819999999999986,-73.86999999999993,2021-07-13,25.2,20.8,1.9
40.819999999999986,-73.86999999999993,2021-07-14,30.4,21.6,1.7
40.819999999999986,-73.86999999999993,2021-07-15,29.8,21.3,0.2
40.819999999999986,-73.86999999999993,2021-07-16,31.7,23.5,0.3
40.819999999999986,-73.86999999999993,2021-07-17,31.3,23.5,5.9
40.819999999999986,-73.86999999999993,2021-07-18,28.6,23.3,10.9
40.819999999999986,-73.86999999999993,2021-07-19,27.3,21.0,0.6
40.819999999999986,-73.86999999999993,2021-07-20,31.1,21.1,0.0
40.819999999999986,-73.86999999999993,2021-07-21,27.9,21.1,1.0
40.819999999999986,-73.86999999999993,2021-07-22,26.8,17.9,0.0
40.819999999999986,-73.86999999999993,2021-07-23,26.3,17.2,0.0
40.819999999999986,-73.86999999999993,2021-07-24,27.1,18.3,0.0
40.819999999999986,-73.86999999999993,2021-07-25,27.4,20.4,7.9
40.819999999999986,-73.86999999999993,2021-07-26,31.7,22.0,0.0
40.819999999999986,-73.86999999999993,2021-07-27,30.8,19.2,0.0
40.819999999999986,-73.86999999999993,2021-07-28,27.2,20.4,0.6
40.819999999999986,-73.86999999999993,2021-07-29,25.4,20.4,27.7
40.819999999999986,-73.86999999999993,2021-07-30,27.9,19.2,0.0
40.819999999999986,-73.86999999999993,2021-07-31,25.5,14.0,0.0
40.819999999999986,-73.86999999999993,2021-08-01,24.7,16.8,1.4
40.819999999999986,-73.86999999999993,2021-08-02,26.9,17.4,0.0
40.819999999999986,-73.86999999999993,2021-08-03,24.5,15.6,0.0
40.819999999999986,-73.86999999999993,2021-08-04,24.7,19.0,0.1
40.819999999999986,-73.86999999999993,2021-08-05,27.5,17.5,0.2
40.819999999999986,-73.86999999999993,2021-08-06,29.5,18.0,0.0
40.819999999999986,-73.86999999999993,2021-08-07,29.9,19.8,0.0
40.819999999999986,-73.86999999999993,2021-08-08,23.1,19.5,14.6
40.819999999999986,-73.86999999999993,2021-08-09,26.2,20.5,1.3
40.819999999999986,-73.86999999999993,2021-08-10,27.7,20.7,4.0
40.819999999999986,-73.86999999999993,2021-08-11,30.8,23.3,1.9
40.819999999999986,-73.86999999999993,2021-08-12,34.4,23.2,0.0
40.819999999999986,-73.86999999999993,2021-08-13,34.1,25.1,0.0
40.819999999999986,-73.86999999999993,2021-08-14,31.0,24.5,4.2
40.819999999999986,-73.86999999999993,2021-08-15,28.1,20.2,0.0
40.819999999999986,-73.86999999999993,2021-08-16,27.1,19.5,0.0
40.819999999999986,-73.86999999999993,2021-08-17,26.7,22.1,1.2
40.819999999999986,-73.86999999999993,2021-08-18,27.5,21.3,0.5
40.819999999999986,-73.86999999999993,2021-08-19,30.4,23.8,8.9
40.819999999999986,-73.86999999999993,2021-08-20,27.4,22.2,1.4
40.819999999999986,-73.86999999999993,2021-08-21,27.8,21.4,0.5
40.819999999999986,-73.86999999999993,2021-08-22,24.3,22.7,57.9
40.819999999999986,-73.86999999999993,2021-08-23,28.7,22.2,30.9
40.819999999999986,-73.86999999999993,2021-08-24,30.9,22.0,0.0
40.819999999999986,-73.86999999999993,2021-08-25,31.4,19.8,0.0
40.819999999999986,-73.86999999999993,2021-08-26,32.0,22.6,0.0
40.819999999999986,-73.86999999999993,2021-08-27,32.5,23.7,1.2
40.819999999999986,-73.86999999999993,2021-08-28,26.4,20.2,5.1
40.819999999999986,-73.86999999999993,2021-08-29,25.0,19.7,1.1
40.819999999999986,-73.86999999999993,2021-08-30,28.4,21.7,6.9
40.819999999999986,-73.86999999999993,2021-08-31,28.7,21.0,0.0
40.819999999999986,-73.86999999999993,2021-09-01,23.3,20.4,101.1
40.819999999999986,-73.85999999999993,2021-06-01,23.7,9.9,0.0
40.819999999999986,-73.85999999999993,2021-06-02,22.5,12.6,0.0
40.819999999999986,-73.85999999999993,2021-06-03,23.1,12.8,9.2
40.819999999999986,-73.85999999999993,2021-06-04,25.4,17.6,6.8
40.819999999999986,-73.85999999999993,2021-06-05,31.7,17.1,0.0
40.819999999999986,-73.85999999999993,2021-06-06,31.5,19.8,0.0
40.819999999999986,-73.85999999999993,2021-06-07,31.2,20.9,0.0
40.819999999999986,-73.85999999999993,2021-06-08,30.5,21.7,2.9
40.819999999999986,-73.85999999999993,2021-06-09,30.6,21.8,0.8
40.819999999999986,-73.85999999999993,2021-06-10,26.9,16.5,0.0
40.819999999999986,-73.85999999999993,2021-06-11,21.1,15.2,1.1
40.819999999999986,-73.85999999999993,2021-06-12,21.6,15.9,0.4
40.819999999999986,-73.85999999999993,2021-06-13,24.4,14.3,0.1
40.819999999999986,-73.85999999999993,2021-06-14,21.5,17.1,20.0
40.819999999999986,-73.85999999999993,2021-06-15,25.4,17.6,0.8
40.819999999999986,-73.85999999999993,2021-06-16,23.3,15.3,0.0
40.819999999999986,-73.85999999999993,2021-06-17,24.1,12.0,0.0
40.819999999999986,-73.85999999999993,2021-06-18,26.9,13.0,0.0
40.819999999999986,-73.85999999999993,2021-06-19,31.9,19.6,1.5
40.819999999999986,-73.85999999999993,2021-06-20,28.8,17.4,0.1
40.819999999999986,-73.85999999999993,2021-06-21,28.2,21.6,0.5
40.819999999999986,-73.85999999999993,2021-06-22,25.0,15.7,8.9
40.819999999999986,-73.85999999999993,2021-06-23,23.4,12.3,0.0
40.819999999999986,-73.85999999999993,2021-06-24,23.6,14.3,0.0
40.819999999999986,-73.85999999999993,2021-06-25,25.0,16.3,0.0
40.819999999999986,-73.85999999999993,2021-06-26,26.4,18.7,2.7
40.819999999999986,-73.85999999999993,2021-06-27,28.9,21.8,0.4
40.819999999999986,-73.85999999999993,2021-06-28,32.3,23.0,0.0
40.819999999999986,-73.85999999999993,2021-06-29,33.7,24.2,0.4
40.819999999999986,-73.85999999999993,2021-06-30,35.4,25.2,0.0
40.819999999999986,-73.85999999999993,2021-07-01,28.2,22.0,21.6
40.819999999999986,-73.85999999999993,2021-07-02,24.0,19.6,33.5
40.819999999999986,-73.85999999999993,2021-07-03,19.3,16.2,21.5
40.819999999999986,-73.85999999999993,2021-07-04,24.2,15.7,2.3
40.819999999999986,-73.85999999999993,2021-07-05,26.5,17.2,0.5
40.819999999999986,-73.85999999999993,2021-07-06,33.6,22.1,2.3
40.819999999999986,-73.85999999999993,2021-07-07,31.4,22.4,1.0
40.819999999999986,-73.85999999999993,2021-07-08,28.7,21.4,15.1
40.819999999999986,-73.85999999999993,2021-07-09,29.8,22.2,35.7
40.819999999999986,-73.85999999999993,2021-07-10,25.8,20.9,1.3
40.819999999999986,-73.85999999999993,2021-07-11,25.2,19.8,2.8
40.819999999999986,-73.85999999999993,2021-07-12,28.3,22.0,9.2
40.819999999999986,-73.85999999999993,2021-07-13,25.1,20.7,1.9
40.819999999999986,-73.85999999999993,2021-07-14,30.4,21.5,1.7
40.819999999999986,-73.85999999999993,2021-07-15,29.7,21.3,0.2
40.819999999999986,-73.85999999999993,2021-07-16,31.6,23.5,0.3
40.819999999999986,-73.85999999999993,2021-07-17,31.3,23.5,5.9
40.819999999999986,-73.85999999999993,2021-07-18,28.5,23.3,10.9
40.819999999999986,-73.85999999999993,2021-07-19,27.3,21.0,0.6
40.819999999999986,-73.85999999999993,2021-07-20,31.1,21.1,0.0
40.819999999999986,-73.85999999999993,2021-07-21,27.8,21.0,1.0
40.819999999999986,-73.85999999999993,2021-07-22,26.7,17.8,0.0
40.819999999999986,-73.85999999999993,2021-07-23,26.2,17.1,0.0
40.819999999999986,-73.85999999999993,2021-07-24,27.1,18.2,0.0
40.819999999999986,-73.85999999999993,2021-07-25,27.3,20.4,7.9
40.819999999999986,-73.85999999999993,2021-07-26,31.7,22.0,0.0
40.819999999999986,-73.85999999999993,2021-07-27,30.7,19.1,0.0
40.819999999999986,-73.85999999999993,2021-07-28,27.2,20.3,0.6
40.819999999999986,-73.85999999999993,2021-07-29,25.3,20.4,27.7
40.819999999999986,-73.85999999999993,2021-07-30,27.8,19.2,0.0
40.819999999999986,-73.85999999999993,2021-07-31,25.4,13.9,0.0
40.819999999999986,-73.85999999999993,2021-08-01,24.6,16.7,1.4
40.819999999999986,-73.85999999999993,2021-08-02,26.8,17.4,0.0
40.819999999999986,-73.85999999999993,2021-08-03,24.5,15.6,0.0
40.819999999999986,-73.85999999999993,2021-08-04,24.6,19.0,0.1
40.819999999999986,-73.85999999999993,2021-08-05,27.5,17.5,0.2
40.819999999999986,-73.85999999999993,2021-08-06,29.5,18.0,0.0
40.819999999999986,-73.85999999999993,2021-08-07,29.8,19.7,0.0
40.819999999999986,-73.85999999999993,2021-08-08,23.1,19.5,14.6
40.819999999999986,-73.85999999999993,2021-08-09,26.2,20.5,1.3
40.819999999999986,-73.85999999999993,2021-08-10,27.7,20.7,4.0
40.819999999999986,-73.85999999999993,2021-08-11,30.8,23.3,1.9
40.819999999999986,-73.85999999999993,2021-08-12,34.4,23.2,0.0
40.819999999999986,-73.85999999999993,2021-08-13,34.1,25.0,0.0
40.819999999999986,-73.85999999999993,2021-08-14,31.0,24.4,4.2
40.819999999999986,-73.85999999999993,2021-08-15,28.0,20.2,0.0
40.819999999999986,-73.85999999999993,2021-08-16,27.1,19.5,0.0
40.819999999999986,-73.85999999999993,2021-08-17,26.6,22.1,1.2
40.819999999999986,-73.85999999999993,2021-08-18,27.5,21.3,0.5
40.819999999999986,-73.85999999999993,2021-08-19,30.4,23.7,8.9
40.819999999999986,-73.85999999999993,2021-08-20,27.3,22.1,1.4
40.819999999999986,-73.85999999999993,2021-08-21,27.8,21.3,0.5
40.819999999999986,-73.85999999999993,2021-08-22,24.3,22.7,57.9
40.819999999999986,-73.85999999999993,2021-08-23,28.6,22.2,30.9
40.819999999999986,-73.85999999999993,2021-08-24,30.8,22.0,0.0
40.819999999999986,-73.85999999999993,2021-08-25,31.3,19.7,0.0
40.819999999999986,-73.85999999999993,2021-08-26,32.0,22.6,0.0
40.819999999999986,-73.85999999999993,2021-08-27,32.5,23.7,1.2
40.819999999999986,-73.85999999999993,2021-08-28,26.3,20.1,5.1
40.819999999999986,-73.85999999999993,2021-08-29,24.9,19.6,1.1
40.819999999999986,-73.85999999999993,2021-08-30,28.4,21.7,6.9
40.819999999999986,-73.85999999999993,2021-08-31,28.7,21.0,0.0
40.819999999999986,-73.85999999999993,2021-09-01,23.2,20.3,101.1
40.829999999999984,-74.01,2021-06-01,23.7,9.9,0.0
40.829999999999984,-74.01,2021-06-02,22.6,13.2,0.0
40.829999999999984,-74.01,2021-06-03,23.2,13.4,11.9
40.829999999999984,-74.01,2021-06-04,25.5,17.6,6.5
40.829999999999984,-74.01,2021-06-05,31.5,17.5,0.0
40.829999999999984,-74.01,2021-06-06,31.2,20.2,0.0
40.829999999999984,-74.01,2021-06-07,31.2,20.9,0.1
40.829999999999984,-74.01,2021-06-08,30.3,22.2,5.9
40.829999999999984,-74.01,2021-06-09,30.4,21.6,1.1
40.829999999999984,-74.01,2021-06-10,26.9,17.0,0.0
40.829999999999984,-74.01,2021-06-11,20.9,15.5,1.2
40.829999999999984,-74.01,2021-06-12,21.4,16.6,0.4
40.829999999999984,-74.01,2021-06-13,24.1,15.2,0.2
40.829999999999984,-74.01,2021-06-14,21.6,17.7,21.7
40.829999999999984,-74.01,2021-06-15,25.3,17.6,1.0
40.829999999999984,-74.01,2021-06-16,23.3,15.3,0.0
40.829999999999984,-74.01,2021-06-17,24.1,12.3,0.0
40.829999999999984,-74.01,2021-06-18,27.6,14.0,0.0
40.829999999999984,-74.01,2021-06-19,31.7,19.7,1.2
40.829999999999984,-74.01,2021-06-20,28.9,17.5,0.3
40.829999999999984,-74.01,2021-06-21,28.2,21.9,0.5
40.829999999999984,-74.01,2021-06-22,24.4,15.3,8.5
40.829999999999984,-74.01,2021-06-23,23.3,12.4,0.0
40.829999999999984,-74.01,2021-06-24,23.4,13.7,0.0
40.829999999999984,-74.01,2021-06-25,24.9,15.8,0.0
40.829999999999984,-74.01,2021-06-26,26.7,18.8,1.3
40.829999999999984,-74.01,2021-06-27,29.4,22.4,0.5
40.829999999999984,-74.01,2021-06-28,32.5,23.1,0.0
40.829999999999984,-74.01,2021-06-29,33.6,24.2,0.7
40.829999999999984,-74.01,2021-06-30,35.4,25.1,0.1
40.829999999999984,-74.01,2021-07-01,28.0,22.4,25.2
40.829999999999984,-74.01,2021-07-02,24.5,19.4,29.6
40.829999999999984,-74.01,2021-07-03,19.5,16.8,16.1
40.829999999999984,-74.01,2021-07-04,24.8,16.0,1.4
40.829999999999984,-74.01,2021-07-05,26.6,17.5,0.7
40.829999999999984,-74.01,2021-07-06,33.8,22.1,2.1
40.829999999999984,-74.01,2021-07-07,31.6,22.4,1.4
40.829999999999984,-74.01,2021-07-08,28.5,21.5,15.2
40.829999999999984,-74.01,2021-07-09,30.0,22.2,35.0
40.829999999999984,-74.01,2021-07-10,25.7,20.9,0.5
40.829999999999984,-74.01,2021-07-11,25.1,20.0,2.5
40.829999999999984,-74.01,2021-07-12,28.8,22.2,9.7
40.829999999999984,-74.01,2021-07-13,25.2,21.0,2.4
40.829999999999984,-74.01,2021-07-14,30.8,21.7,0.8
40.829999999999984,-74.01,2021-07-15,29.5,21.4,0.1
40.829999999999984,-74.01,2021-07-16,32.5,23.4,0.3
40.829999999999984,-74.01,2021-07-17,31.0,23.5,5.1
40.829999999999984,-74.01,2021-07-18,28.6,23.3,12.4
40.829999999999984,-74.01,2021-07-19,27.7,21.0,0.5
40.829999999999984,-74.01,2021-07-20,31.1,21.3,0.0
40.829999999999984,-74.01,2021-07-21,27.8,21.1,1.4
40.829999999999984,-74.01,2021-07-22,26.9,17.7,0.0
40.829999999999984,-74.01,2021-07-23,26.4,17.5,0.0
40.829999999999984,-74.01,2021-07-24,27.0,18.4,0.0
40.829999999999984,-74.01,2021-07-25,28.2,20.5,7.3
40.829999999999984,-74.01,2021-07-26,31.6,22.0,0.0
40.829999999999984,-74.01,2021-07-27,30.6,19.3,0.2
40.829999999999984,-74.01,2021-07-28,26.9,20.4,0.7
40.829999999999984,-74.01,2021-07-29,25.5,20.6,33.0
40.829999999999984,-74.01,2021-07-30,27.8,19.3,0.0
40.829999999999984,-74.01,2021-07-31,25.8,14.7,0.0
40.829999999999984,-74.01,2021-08-01,24.6,16.8,0.8
40.829999999999984,-74.01,2021-08-02,26.6,17.4,0.0
40.829999999999984,-74.01,2021-08-03,24.4,15.5,0.0
40.829999999999984,-74.01,2021-08-04,24.5,17.7,0.1
40.829999999999984,-74.01,2021-08-05,27.3,17.6,0.1
40.829999999999984,-74.01,2021-08-06,29.1,17.6,0.0
40.829999999999984,-74.01,2021-08-07,29.9,20.1,0.0
40.829999999999984,-74.01,2021-08-08,23.1,19.6,12.7
40.829999999999984,-74.01,2021-08-09,26.4,20.3,1.1
40.829999999999984,-74.01,2021-08-10,27.5,20.6,3.8
40.829999999999984,-74.01,2021-08-11,31.4,23.4,2.8
40.829999999999984,-74.01,2021-08-12,35.4,23.3,0.0
40.829999999999984,-74.01,2021-08-13,33.4,25.0,0.0
40.829999999999984,-74.01,2021-08-14,31.5,24.4,2.5
40.829999999999984,-74.01,2021-08-15,28.1,20.2,0.0
40.829999999999984,-74.01,2021-08-16,26.8,20.1,0.0
40.829999999999984,-74.01,2021-08-17,26.6,22.4,1.6
40.829999999999984,-74.01,2021-08-18,27.2,21.3,1.5
40.829999999999984,-74.01,2021-08-19,30.4,23.6,11.8
40.829999999999984,-74.01,2021-08-20,27.1,22.2,1.1
40.829999999999984,-74.01,2021-08-21,27.4,23.2,0.8
40.829999999999984,-74.01,2021-08-22,24.1,22.7,56.2
40.829999999999984,-74.01,2021-08-23,28.9,22.2,36.1
40.829999999999984,-74.01,2021-08-24,30.8,22.1,0.0
40.829999999999984,-74.01,2021-08-25,31.4,20.3,0.0
40.829999999999984,-74.01,2021-08-26,32.0,23.0,0.1
40.829999999999984,-74.01,2021-08-27,32.4,23.6,1.4
40.829999999999984,-74.01,2021-08-28,26.4,20.4,3.9
40.829999999999984,-74.01,2021-08-29,24.7,19.9,2.5
40.829999999999984,-74.01,2021-08-30,28.9,21.9,3.9
40.829999999999984,-74.01,2021-08-31,28.7,21.4,0.0
40.829999999999984,-74.01,2021-09-01,23.4,18.6,121.7
40.829999999999984,-74.0,2021-06-01,23.7,9.9,0.0
40.829999999999984,-74.0,2021-06-02,22.6,13.2,0.0
40.829999999999984,-74.0,2021-06-03,23.2,13.4,11.9
40.829999999999984,-74.0,2021-06-04,25.5,17.6,6.5
40.829999999999984,-74.0,2021-06-05,31.5,17.5,0.0
40.829999999999984,-74.0,2021-06-06,31.2,20.2,0.0
40.829999999999984,-74.0,2021-06-07,31.2,20.9,0.1
40.829999999999984,-74.0,2021-06-08,30.3,22.2,5.9
40.829999999999984,-74.0,2021-06-09,30.4,21.6,1.1
40.829999999999984,-74.0,2021-06-10,26.9,17.0,0.0
40.829999999999984,-74.0,2021-06-11,20.9,15.5,1.2
40.829999999999984,-74.0,2021-06-12,21.4,16.6,0.4
40.829999999999984,-74.0,2021-06-13,24.1,15.2,0.2
40.829999999999984,-74.0,2021-06-14,21.6,17.7,21.7
40.829999999999984,-74.0,2021-06-15,25.3,17.6,1.0
40.829999999999984,-74.0,2021-06-16,23.3,15.3,0.0
40.829999999999984,-74.0,2021-06-17,24.1,12.3,0.0
40.829999999999984,-74.0,2021-06-18,27.6,14.0,0.0
40.829999999999984,-74.0,2021-06-19,31.7,19.7,1.2
40.829999999999984,-74.0,2021-06-20,28.9,17.5,0.3
40.829999999999984,-74.0,2021-06-21,28.2,21.9,0.5
40.829999999999984,-74.0,2021-06-22,24.4,15.3,8.5
40.829999999999984,-74.0,2021-06-23,23.3,12.4,0.0
40.829999999999984,-74.0,2021-06-24,23.4,13.7,0.0
40.829999999999984,-74.0,2021-06-25,24.9,15.8,0.0
40.829999999999984,-74.0,2021-06-26,26.7,18.8,1.3
40.829999999999984,-74.0,2021-06-27,29.4,22.4,0.5
40.829999999999984,-74.0,2021-06-28,32.5,23.1,0.0
40.829999999999984,-74.0,2021-06-29,33.6,24.2,0.7
40.829999999999984,-74.0,2021-06-30,35.4,25.1,0.1
40.829999999999984,-74.0,2021-07-01,28.0,22.4,25.2
40.829999999999984,-74.0,2021-07-02,24.5,19.4,29.6
40.829999999999984,-74.0,2021-07-03,19.5,16.8,16.1
40.829999999999984,-74.0,2021-07-04,24.8,16.0,1.4
40.829999999999984,-74.0,2021-07-05,26.6,17.5,0.7
40.829999999999984,-74.0,2021-07-06,33.8,22.1,2.1
40.829999999999984,-74.0,2021-07-07,31.6,22.4,1.4
40.829999999999984,-74.0,2021-07-08,28.5,21.5,15.2
40.829999999999984,-74.0,2021-07-09,30.0,22.2,35.0
40.829999999999984,-74.0,2021-07-10,25.7,20.9,0.5
40.829999999999984,-74.0,2021-07-11,25.1,20.0,2.5
40.829999999999984,-74.0,2021-07-12,28.8,22.2,9.7
40.829999999999984,-74.0,2021-07-13,25.2,21.0,2.4
40.829999999999984,-74.0,2021-07-14,30.8,21.7,0.8
40.829999999999984,-74.0,2021-07-15,29.5,21.4,0.1
40.829999999999984,-74.0,2021-07-16,32.5,23.4,0.3
40.829999999999984,-74.0,2021-07-17,31.0,23.5,5.1
40.829999999999984,-74.0,2021-07-18,28.6,23.3,12.4
40.829999999999984,-74.0,2021-07-19,27.7,21.0,0.5
